Id,HouseStyle,LotArea,OverallQual,OverallCond,YearRemodAdd,MasVnrArea,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,Fireplaces,GarageArea,SalePrice
1082,1Story,7500,5,5,1963,0,1040,1,0,1,1,3,0,308,133000
1083,1Story,8749,7,5,2002,100,1459,0,0,2,0,3,1,527,192000
1084,1Story,8800,6,6,1964,425,1251,1,0,1,0,3,2,461,160000
1085,2Story,13031,6,5,1996,0,1498,0,0,2,1,3,1,409,187500
1086,SFoyer,9069,6,6,1992,0,996,1,0,1,0,2,0,564,147000
1087,2Story,1974,4,5,1973,0,1092,0,0,1,1,3,0,286,83500
1088,2Story,10574,8,5,2006,0,1953,0,0,2,1,3,1,1043,252000
1089,2Story,2522,7,5,2004,50,1709,0,0,2,0,3,0,380,137500
1090,1Story,3316,8,5,2005,0,1247,1,0,1,1,1,1,550,197000
1091,1Story,8544,3,4,1950,0,1040,0,0,2,0,2,0,400,92900
1092,2Story,2160,7,5,2000,212,1252,1,0,2,1,2,0,462,160000
1093,1.5Fin,8400,6,5,1950,0,1694,0,0,2,0,4,1,576,136500
1094,1Story,9230,5,8,1998,166,1200,1,0,1,1,1,0,884,146000
1095,1Story,5868,5,7,2000,0,936,1,0,1,0,2,0,308,129000
1096,1Story,9317,6,5,2006,0,1314,0,0,2,0,3,1,440,176432
1097,2Story,6882,6,7,2006,0,1355,0,0,1,1,3,0,0,127000
1098,1Story,3696,8,5,1986,0,1088,0,0,1,1,2,0,461,170000
1099,1.5Fin,6000,4,6,1950,0,1324,0,0,1,0,3,0,240,128000
1100,1Story,11880,7,5,1978,206,1601,0,0,2,0,3,1,478,157000
1101,1Story,8400,2,5,1950,0,438,0,0,1,0,1,0,246,60000
1102,1Story,9758,5,5,1971,0,950,0,0,1,0,3,0,280,119500
1103,1Story,7000,5,7,2002,45,1134,0,0,1,0,2,0,254,135000
1104,1Story,8910,6,6,1959,0,1194,0,1,1,0,3,1,539,159500
1105,2Story,2016,5,5,1970,304,1302,0,0,2,1,3,0,440,106000
1106,2Story,12256,8,5,1995,362,2622,1,0,2,1,3,2,712,325000
1107,1Story,10357,7,5,1991,0,1442,1,0,2,0,3,1,719,179900
1108,2Story,23257,7,5,2006,0,2021,0,0,2,1,3,1,422,274725
1109,2Story,8063,6,5,2000,0,1690,0,0,2,1,3,1,463,181000
1110,1Story,11362,8,5,2005,42,1836,1,0,2,0,3,1,862,280000
1111,2Story,8000,6,5,1996,0,1658,1,0,2,1,3,1,431,188000
1112,2Story,10480,7,6,1976,660,1964,0,0,2,1,4,1,483,205000
1113,1Story,7100,5,7,1957,0,816,1,0,1,0,2,0,308,129900
1114,1Story,8923,5,7,2006,0,1008,1,0,1,0,2,0,240,134500
1115,1Story,5400,5,7,2000,0,833,0,0,1,0,2,0,326,117000
1116,1Story,12085,8,5,2007,328,1734,1,0,2,0,3,1,928,318000
1117,SLvl,7750,8,5,2002,0,1419,1,0,2,1,3,1,527,184100
1118,1Story,9764,5,7,2003,0,894,1,0,1,0,3,0,450,130000
1119,SLvl,13825,5,6,1987,0,1601,0,1,1,0,3,0,300,140000
1120,1Story,7560,5,5,1959,0,1040,0,0,1,0,3,0,286,133700
1121,1Story,8263,6,5,1950,0,1012,0,0,1,0,2,1,308,118400
1122,1Story,10084,7,5,2006,196,1552,0,0,2,0,3,0,782,212900
1123,1Story,8926,4,3,1956,0,960,0,0,1,0,3,0,288,112000
1124,1Story,9405,5,9,2008,0,698,0,1,1,0,2,0,0,118000
1125,SLvl,9125,7,5,1992,170,1482,0,0,2,1,3,1,392,163900
1126,1Story,10434,4,5,1955,0,1005,0,0,1,0,2,1,672,115000
1127,1Story,3684,7,5,2007,130,1555,0,0,2,0,2,1,660,174000
1128,1Story,14572,7,5,2004,0,1530,1,0,2,0,3,1,630,259000
1129,2Story,11796,7,5,2005,0,1959,0,0,2,1,4,1,434,215000
1130,SFoyer,7200,5,5,1980,180,936,1,0,1,0,2,0,672,140000
1131,1.5Fin,7804,4,3,1950,0,1981,1,0,2,0,4,2,576,135000
1132,1Story,10712,5,5,1992,0,974,0,0,1,0,3,0,0,93500
1133,2Story,9900,6,4,1950,0,2210,0,0,2,0,5,0,205,117500
1134,2Story,9828,8,5,1995,0,2020,0,0,2,1,3,1,466,239500
1135,2Story,8773,6,5,1997,0,1600,0,0,2,1,3,1,460,169000
1136,1Story,6180,6,5,1950,0,986,0,0,1,0,2,1,180,102000
1137,1.5Fin,9600,6,5,1950,0,1252,0,0,1,0,3,0,288,119000
1138,1.5Fin,6342,5,8,1996,0,1020,0,0,1,0,2,0,0,94000
1139,1Story,9819,6,5,1977,0,1567,1,0,2,0,2,2,714,196000
1140,1Story,8731,5,5,1950,0,1167,0,0,1,0,3,1,495,144000
1141,1Story,7350,5,7,1951,0,952,1,0,1,0,2,0,840,139000
1142,2Story,10304,5,7,1976,44,1868,1,0,2,1,4,1,484,197500
1143,2Story,9965,8,5,2007,340,2828,1,0,3,0,4,1,1052,424870
1144,1Story,9000,5,3,1959,0,1006,0,0,1,0,3,0,0,80000
1145,1.5Fin,12180,4,4,1950,0,924,1,0,1,0,2,0,280,80000
1146,1.5Fin,6240,5,6,1950,0,1576,0,0,1,0,3,1,225,149000
1147,1Story,11200,6,5,1985,85,1298,1,0,2,0,3,1,403,180000
1148,2Story,12000,7,7,1950,0,1564,0,0,1,1,3,1,234,174500
1149,1.5Fin,5700,7,7,1950,0,1111,0,0,1,0,2,1,288,116900
1150,2Story,9000,7,9,1988,0,1482,0,1,1,0,3,0,324,143000
1151,1Story,8280,6,5,1950,0,932,0,0,1,0,2,1,306,124000
1152,1Story,17755,5,4,1959,132,1466,0,0,1,1,3,2,528,149900
1153,1Story,14115,6,7,2004,0,1811,0,0,1,0,2,1,470,230000
1154,1Story,5890,6,8,2007,0,816,0,0,1,0,2,0,432,120500
1155,2Story,13700,7,6,1988,288,1820,0,0,1,2,4,2,492,201800
1156,1Story,10768,5,8,2004,0,1437,1,0,2,0,3,1,528,218000
1157,SLvl,9350,5,8,1999,0,1265,0,1,2,0,3,1,502,179900
1158,1Story,5001,7,5,2008,166,1314,1,0,2,0,2,1,626,230000
1159,1Story,11932,8,5,2008,186,1580,0,0,2,0,3,0,830,235128
1160,2Story,9120,6,6,1974,270,1876,0,0,2,1,4,1,540,185000
1161,2Story,2280,6,5,1978,0,1456,0,0,2,1,3,1,440,146000
1162,1Story,14778,6,7,2006,72,1640,1,0,1,0,3,1,924,224000
1163,1Story,8724,5,5,1968,0,894,0,0,1,0,3,1,450,129000
1164,SFoyer,12900,4,4,1969,0,1258,2,0,0,2,0,0,400,108959
1165,SLvl,16157,5,7,1978,0,1432,1,0,1,1,2,1,588,194000
1166,1Story,9541,7,5,2009,268,1502,0,0,2,0,3,0,644,233170
1167,1Story,10475,8,5,2008,72,1694,0,0,2,0,3,0,776,245350
1168,2Story,10852,6,5,2000,0,1671,1,0,2,1,3,1,472,173000
1169,2Story,13728,6,7,1986,0,2108,0,0,2,0,4,2,540,235000
1170,2Story,35760,10,5,1996,1378,3627,1,0,3,1,4,1,807,625000
1171,SLvl,9880,6,6,1977,0,1118,1,0,1,0,3,1,358,171000
1172,1Story,9120,6,6,1958,0,1261,1,0,1,0,3,1,433,163000
1173,2Story,4017,7,5,2007,0,1250,0,0,2,1,2,0,625,171900
1174,1.5Fin,18030,5,6,1994,0,3086,0,0,3,0,3,1,0,200500
1175,2Story,16560,6,8,1950,0,2345,0,0,2,1,4,1,360,239000
1176,1.5Fin,10678,8,5,2000,337,2872,0,0,2,1,4,1,541,285000
1177,1Story,6951,5,5,1985,0,923,1,0,1,0,3,0,264,119500
1178,1.5Fin,3950,6,8,2004,0,1224,0,0,1,0,3,0,210,115000
1179,1.5Fin,7681,5,6,1950,0,1343,0,0,1,1,3,1,186,154900
1180,1Story,8335,5,5,1954,0,1124,0,0,1,0,3,1,0,93000
1181,2Story,11170,7,5,1991,0,2514,0,0,2,1,4,0,693,250000
1182,1Story,5587,8,5,2008,186,1652,1,1,2,0,2,1,482,392500
1183,2Story,15623,10,5,1996,0,4476,1,0,3,1,4,2,813,745000
1184,1Story,10800,5,6,1950,0,1130,1,0,1,0,2,1,720,120000
1185,1Story,35133,5,4,1963,226,1572,1,0,1,1,3,2,995,186700
1186,1.5Fin,9738,5,7,1950,0,1221,1,0,1,0,4,0,392,104900
1187,2Story,10615,3,5,1970,0,1699,1,0,2,0,3,0,420,95000
1188,1Story,12461,8,5,1995,0,1624,1,0,2,0,2,1,757,262000
1189,2Story,8935,7,5,2002,95,1660,0,0,2,1,3,0,493,195000
1190,2Story,7500,7,5,1999,0,1804,0,0,2,1,3,1,442,189000
1191,1Story,32463,4,4,1975,149,1622,1,0,1,0,3,1,1356,168000
1192,2Story,2645,8,5,2000,456,1441,0,0,2,1,2,0,492,174000
1193,1.5Fin,9600,5,8,1994,0,1472,0,0,1,0,3,0,250,125000
1194,1Story,4500,6,5,1999,425,1224,1,0,2,0,2,0,402,165000
1195,2Story,9364,6,7,1969,143,1352,0,0,1,1,4,0,299,158000
1196,2Story,8029,6,5,2005,0,1456,0,0,2,1,3,0,400,176000
1197,2Story,14054,7,5,2006,0,1863,0,0,2,1,4,1,660,219210
1198,2.5Unf,8850,7,6,1950,0,1690,0,0,1,0,3,1,225,144000
1199,1Story,9100,7,5,2001,0,1212,0,0,2,0,3,0,573,178000
1200,1Story,11235,4,5,1979,51,1382,0,0,1,1,3,1,459,148000
1201,1Story,9353,4,5,1970,0,864,0,0,1,0,3,0,280,116050
1202,2Story,10400,7,5,1998,0,1779,0,0,2,1,3,0,546,197900
1203,1.5Fin,6000,5,8,1997,0,1348,1,0,1,0,3,1,216,117000
1204,1Story,9750,7,5,2001,171,1630,0,0,2,0,3,1,451,213000
1205,1Story,10140,5,6,1975,0,1074,1,0,1,1,3,0,495,153500
1206,1Story,14684,7,7,1991,234,2196,0,0,2,0,3,1,701,271900
1207,1Story,8900,4,4,1966,0,1056,1,0,1,0,2,0,384,107000
1208,1Story,9135,6,5,2003,120,1700,1,0,2,0,3,0,544,200000
1209,1Story,7763,5,7,1980,0,1283,1,0,1,0,3,0,506,140000
1210,1Story,10182,8,5,2006,420,1660,1,0,2,0,3,1,500,290000
1211,2Story,11218,6,5,1992,0,1845,0,0,2,1,3,1,462,189000
1212,1.5Fin,12134,8,7,2005,0,1752,0,0,2,0,4,0,492,164000
1213,1Story,9340,4,6,1950,0,672,1,0,1,0,2,0,234,113000
1214,SLvl,10246,4,9,2001,0,960,1,1,0,0,0,0,364,145000
1215,SFoyer,10205,5,5,1962,0,999,1,0,1,0,3,0,300,134500
1216,1Story,7094,5,5,1966,0,894,0,0,1,0,3,0,384,125000
1217,1.5Fin,8930,6,5,1978,0,1902,0,0,2,0,4,0,539,112000
1218,1Story,8640,8,5,2009,72,1314,1,0,2,0,3,0,552,229456
1219,1.5Fin,6240,4,5,1950,0,912,0,0,1,0,2,0,0,80500
1220,2Story,1680,6,5,1971,236,1218,0,0,1,1,3,0,0,91500
1221,1Story,7800,5,5,1964,0,912,0,0,1,0,2,0,288,115000
1222,1Story,8250,5,5,1968,0,1211,0,0,1,0,3,1,322,134000
1223,1.5Fin,10496,6,6,1950,320,1846,0,0,2,0,3,1,315,143000
1224,1Story,10680,5,3,1951,44,2136,0,0,2,0,4,0,528,137900
1225,2Story,15384,7,5,2005,0,1490,1,0,2,1,3,1,388,184000
1226,SLvl,10482,6,8,1958,63,1138,0,1,1,0,3,0,264,145000
1227,2Story,14598,6,5,2007,74,1933,0,0,2,1,4,1,668,214000
1228,1Story,8872,5,8,2008,300,912,1,0,1,0,2,0,576,147000
1229,1Story,8769,9,5,2008,766,1702,1,0,1,1,1,1,1052,367294
1230,SLvl,7910,5,5,1960,0,1507,0,0,2,0,4,0,404,127000
1231,1.5Fin,18890,5,5,1977,1,2620,0,0,2,2,4,1,600,190000
1232,SLvl,7728,5,6,1962,120,1190,1,0,1,0,3,0,540,132500
1233,1Story,9842,4,5,1962,0,1224,0,0,2,0,2,0,462,101800
1234,1Story,12160,5,5,1959,180,1188,1,0,1,0,3,0,531,142000
1235,2Story,8525,5,6,1950,0,1964,0,0,1,1,4,0,0,130000
1236,2Story,13132,5,5,1950,0,1784,0,0,1,1,4,0,180,138887
1237,2Story,2628,7,5,2003,106,1626,0,0,2,1,2,0,474,175500
1238,2Story,12393,7,5,2005,0,1948,0,0,2,1,4,1,434,195000
1239,1Story,13072,6,5,2005,0,1141,0,0,1,1,3,0,484,142500
1240,1Story,9037,8,5,2006,32,1484,0,0,2,0,2,1,472,265900
1241,2Story,8158,7,5,2003,252,1768,1,0,2,1,3,0,543,224900
1242,1Story,9849,7,6,2007,0,1689,0,0,2,0,3,0,954,248328
1243,SFoyer,10625,7,6,1974,81,1173,1,0,2,0,3,2,528,170000
1244,1Story,13891,10,5,2006,,2076,1,0,2,1,2,1,850,465000
1245,2Story,11435,8,7,1950,0,1517,0,0,1,0,3,2,400,230000
1246,SLvl,12090,6,7,2003,74,1868,0,0,3,1,3,1,477,178000
1247,2Story,8125,7,5,2006,0,1553,0,0,2,1,3,0,615,186500
1248,SLvl,12328,6,5,1976,335,1034,1,0,1,0,3,0,888,169900
1249,2.5Unf,9600,6,5,1950,0,2058,0,0,1,1,3,1,396,129500
1250,1Story,7200,5,7,1950,0,988,0,0,1,0,3,0,276,119000
1251,1Story,11160,7,5,1968,0,2110,1,0,2,1,3,2,522,244000
1252,1Story,3136,7,5,2003,163,1405,0,0,2,0,2,1,478,171750
1253,1Story,9858,5,6,1968,0,874,1,0,1,0,3,0,288,130000
1254,2Story,17542,7,7,2003,0,2167,1,0,2,1,3,2,518,294000
1255,2Story,6931,7,5,2004,92,1656,0,0,2,1,3,1,397,165400
1256,1.5Fin,6240,6,6,1950,0,1367,0,0,1,0,3,1,560,127500
1257,1Story,14303,8,5,1994,554,1987,1,0,2,0,2,1,691,301500
1258,1Story,4060,5,8,1950,0,864,0,0,1,0,2,0,0,99900
1259,SLvl,9587,7,5,2005,182,1166,1,0,2,0,2,0,400,190000
1260,1Story,9750,6,8,1969,0,1054,1,0,1,1,3,0,460,151000
1261,2Story,24682,6,5,1999,0,1675,0,0,2,1,3,1,502,181000
1262,1Story,9600,5,6,1956,0,1050,0,0,1,0,2,0,338,128900
1263,1.5Fin,11250,4,5,1989,0,1788,1,0,1,0,5,2,304,161500
1264,2Story,13515,6,6,1950,0,1824,0,0,1,0,3,1,520,180500
1265,1Story,4060,6,5,1999,0,1337,1,0,2,0,2,0,511,181000
1266,2Story,3735,7,5,1999,218,1452,1,0,2,1,3,0,506,183900
1267,2.5Unf,10120,7,4,1950,0,1889,0,0,1,1,4,1,308,122000
1268,1Story,13214,9,5,2009,0,2018,0,0,2,0,3,1,746,378500
1269,1.5Fin,14100,8,9,1997,632,3447,0,0,3,1,4,2,1014,381000
1270,1.5Fin,11344,5,5,1958,180,1524,0,0,1,1,3,0,315,144000
1271,1Story,23595,7,6,1979,0,1524,2,0,0,1,0,1,586,260000
1272,1Story,9156,6,7,1968,0,1489,0,0,2,0,3,1,462,185750
1273,1Story,13526,5,6,1965,114,935,1,0,1,0,3,0,288,137000
1274,SLvl,11512,6,7,2006,84,1357,1,0,1,0,2,1,312,177000
1275,1.5Fin,5362,5,6,2003,0,1250,0,0,2,0,3,1,552,139000
1276,2Story,11345,5,5,1950,567,1920,0,0,2,0,4,0,400,137000
1277,2Story,12936,6,6,1972,0,1395,0,1,1,1,3,1,497,162000
1278,SLvl,17871,6,5,1976,359,1724,1,0,1,1,3,1,480,197900
1279,2Story,9473,8,5,2002,,2031,1,0,2,1,3,1,577,237000
1280,1.5Fin,7500,4,4,1950,0,1128,0,0,1,0,2,0,528,68400
1281,1Story,9808,7,5,2002,110,1573,1,0,2,0,3,0,544,227000
1282,1Story,8049,7,5,1990,54,1339,1,0,2,0,2,1,484,180000
1283,1Story,8800,5,7,2008,0,1040,0,0,2,0,3,0,484,150500
1284,2Story,9400,6,5,1971,0,1824,0,0,2,2,4,0,0,139000
1285,1.5Fin,9638,6,7,1990,0,2447,0,0,2,0,4,1,336,169000
1286,1.5Fin,6000,6,6,1950,0,1412,0,0,1,0,4,1,280,132500
1287,1Story,9790,6,5,1963,451,1328,1,0,1,1,3,2,528,143000
1288,1Story,36500,5,5,1964,621,1582,0,1,2,0,4,0,390,190000
1289,1Story,5664,8,5,2000,0,1659,1,0,2,0,2,1,499,278000
1290,2Story,11065,8,5,2006,788,1970,0,0,2,1,3,1,753,281000
1291,SLvl,14112,5,7,1964,86,1152,1,0,1,0,3,1,484,180500
1292,2Story,1680,5,7,1972,268,1302,0,0,2,1,3,0,264,119500
1293,2Story,6600,5,4,1965,0,2372,0,0,2,0,4,0,432,107500
1294,2Story,10140,7,5,1976,0,1664,0,0,2,1,4,1,528,162900
1295,1Story,8172,5,7,1990,0,864,1,0,1,0,2,0,572,115000
1296,1Story,8400,5,5,1968,168,1052,1,0,1,1,3,0,288,138500
1297,1Story,8700,5,6,1963,148,1128,1,0,2,0,3,0,525,155000
1298,SFoyer,3675,6,5,2006,82,1072,1,0,2,0,2,0,525,140000
1299,2Story,63887,10,5,2008,796,5642,2,0,2,1,3,3,1418,160000
1300,1Story,7500,5,7,1994,0,1246,1,0,1,1,3,0,305,154000
1301,2Story,10762,7,5,1999,344,1983,0,0,2,1,3,1,490,225000
1302,2Story,7500,6,7,1950,0,1494,0,0,1,0,3,2,213,177500
1303,2Story,10120,8,5,1994,391,2526,1,0,2,1,4,1,844,290000
1304,1Story,8688,7,5,2005,228,1616,0,0,2,0,3,0,834,232000
1305,2Story,3363,7,5,2004,117,1708,0,0,2,0,3,0,380,130000
1306,1Story,13173,9,5,2007,300,1652,1,0,2,0,2,2,840,325000
1307,1Story,6955,7,5,2006,94,1368,0,0,2,0,2,1,474,202500
1308,1Story,8072,5,5,1995,0,990,1,0,1,0,3,0,480,138000
1309,1Story,12000,5,7,2005,0,1122,1,0,1,0,2,0,528,147000
1310,1Story,7153,6,5,1991,88,1294,1,0,2,0,3,0,496,179200
1311,1Story,17500,7,8,2002,0,1902,1,0,2,0,3,2,567,335000
1312,1Story,8814,7,5,2007,80,1274,1,0,2,0,3,0,508,203000
1313,2Story,9572,8,5,1990,336,2810,0,0,2,1,4,1,750,302000
1314,2Story,14774,9,5,1999,165,2599,0,0,2,1,4,1,779,333168
1315,1Story,8190,4,6,1954,0,948,1,0,1,0,3,1,280,119000
1316,2Story,11075,6,5,1969,0,2112,0,0,2,1,4,2,576,206900
1317,1Story,10226,8,5,2008,270,1630,1,0,2,0,3,1,860,295493
1318,1Story,4230,7,5,2007,0,1352,0,0,2,0,2,1,466,208900
1319,1Story,14781,8,5,2002,178,1787,0,0,2,0,3,1,748,275000
1320,1Story,10215,4,5,1954,132,948,0,0,1,0,3,0,248,111000
1321,1Story,8400,6,3,1957,0,1478,1,0,1,1,3,2,442,156500
1322,1Story,6627,3,6,1950,0,720,0,0,1,0,2,0,287,72500
1323,2Story,10186,7,5,1992,0,1923,1,0,2,1,3,1,564,190000
1324,1Story,5330,4,7,1950,0,708,0,0,1,0,2,0,0,82500
1325,1Story,9986,8,5,2007,428,1795,0,0,2,0,2,1,895,147000
1326,1Story,3636,4,4,1950,0,796,0,0,1,0,2,0,0,55000
1327,1Story,4270,3,6,2006,0,774,0,0,1,0,3,0,0,79000
1328,1Story,6600,5,9,2008,0,816,0,1,1,0,3,1,264,130500
1329,1.5Fin,10440,6,7,1950,0,2792,0,0,2,0,5,2,520,256000
1330,2Story,9084,7,5,1998,0,1632,0,0,2,1,3,1,462,176500
1331,1Story,10000,8,5,2006,410,1588,0,0,2,0,3,1,825,227000
1332,SLvl,10780,5,5,1976,0,954,0,0,1,0,3,0,576,132500
1333,1Story,8877,4,6,1958,0,816,1,0,1,0,2,1,288,100000
1334,1.5Fin,7200,5,6,1995,0,1360,0,0,1,1,2,0,297,125500
1335,2Story,2368,5,6,1970,312,1365,0,0,1,1,3,0,440,125000
1336,1Story,9650,6,5,1977,360,1334,0,1,2,0,2,1,630,167900
1337,1Story,9246,5,5,1973,564,1656,0,0,2,0,4,0,506,135000
1338,1Story,4118,4,4,1950,0,693,0,0,1,0,2,0,0,52500
1339,2Story,13450,7,5,2002,0,1861,1,0,2,1,3,0,492,200000
1340,1Story,9560,5,7,1972,0,864,0,0,1,0,3,0,288,128500
1341,1Story,8294,4,5,1971,0,872,0,0,1,0,3,0,480,123000
1342,1Story,13695,6,5,2004,0,1114,1,0,1,0,3,0,576,155000
1343,2Story,9375,8,5,2002,149,2169,0,0,2,1,3,1,647,228500
1344,1.5Fin,7558,6,6,1950,0,1913,0,0,1,1,3,1,342,177000
1345,2Story,11103,7,5,2006,0,1456,0,0,2,1,3,1,440,155835
1346,1Story,6000,4,4,1950,0,960,0,0,1,0,2,0,308,108500
1347,1Story,20781,7,7,2003,0,2156,0,0,2,0,3,1,508,262500
1348,1Story,15306,8,5,2007,100,1776,1,0,2,0,3,1,712,283463
1349,1Story,16196,7,5,1998,0,1494,1,0,2,0,3,1,514,215000
1350,2Story,5250,8,5,1987,0,2358,0,0,2,0,4,0,0,122000
1351,2Story,11643,5,5,1969,368,2634,1,1,2,2,6,0,968,200000
1352,2Story,9247,6,6,1962,318,1716,0,0,1,1,4,1,490,171000
1353,1.5Fin,6000,6,9,2000,0,1176,0,0,1,0,2,0,624,134900
1354,1.5Fin,14720,8,5,1996,579,3238,1,0,2,1,4,1,666,410000
1355,2Story,10316,7,5,2000,0,1865,1,0,2,1,3,1,839,235000
1356,SLvl,10192,7,6,1992,143,1920,0,0,3,0,4,1,487,170000
1357,1Story,9477,5,5,1966,65,892,0,0,1,0,3,0,264,110000
1358,1Story,12537,5,6,2008,0,1078,1,0,1,1,3,1,500,149900
1359,2Story,2117,6,5,2000,216,1573,0,0,2,1,3,0,440,177500
1360,1Story,16737,9,5,2005,66,1980,1,0,2,0,3,1,770,315000
1361,2Story,9842,5,6,1998,0,2601,0,0,3,1,4,0,621,189000
1362,1Story,16158,7,5,2005,16,1530,1,0,2,0,3,1,430,260000
1363,1.5Fin,12513,4,4,2007,0,1738,0,0,2,0,4,1,368,104900
1364,2Story,8499,6,5,2007,0,1412,0,0,2,1,3,1,432,156932
1365,2Story,3180,7,5,2005,0,1200,0,0,2,1,2,0,480,144152
1366,2Story,7500,7,5,2000,0,1674,1,0,2,1,3,0,663,216000
1367,2Story,9179,7,5,1999,158,1790,1,0,2,1,3,0,588,193000
1368,2Story,2665,5,6,1977,0,1475,0,0,2,0,4,1,336,127000
1369,1Story,4435,6,5,2004,170,848,1,0,1,0,1,0,420,144000
1370,1Story,10635,8,5,2003,171,1668,1,0,2,0,3,1,502,232000
1371,1.5Fin,5400,4,6,1950,0,1374,0,0,1,0,2,0,338,105000
1372,SLvl,9600,6,6,1996,0,1661,1,0,1,0,3,1,377,165500
1373,2Story,9750,7,6,1998,0,2097,1,0,2,1,3,1,583,274300
1374,1Story,11400,10,5,2002,705,2633,1,0,2,1,2,2,804,466500
1375,2Story,10625,7,5,2005,0,1958,0,0,2,1,3,1,936,250000
1376,1Story,10991,8,5,2007,80,1571,0,0,2,0,3,1,722,239000
1377,1Story,6292,6,5,1950,0,790,0,0,1,0,2,0,160,91000
1378,1.5Fin,10998,5,5,1960,0,1604,0,0,2,0,3,0,660,117000
1379,2Story,1953,6,5,1973,408,987,0,0,1,1,2,0,264,83000
1380,SLvl,9735,5,5,2007,0,1394,0,0,2,1,3,0,400,167500
1381,1Story,8212,3,3,1950,0,864,1,0,1,0,2,0,200,58500
1382,1Story,12925,6,7,1970,0,2117,0,0,2,1,4,2,550,237500
1383,2Story,7200,7,7,1950,0,1762,1,0,1,1,4,0,576,157000
1384,1Story,25339,5,7,2007,0,1416,0,0,2,0,3,0,576,112000
1385,1.5Fin,9060,6,5,1950,0,1258,0,0,1,0,2,0,280,105000
1386,1.5Fin,5436,4,8,2007,0,1154,1,0,1,0,3,0,240,125500
1387,2Story,16692,7,5,1978,184,2784,1,0,3,1,5,2,564,250000
1388,1.5Fin,8520,6,7,1950,0,2526,0,0,2,0,5,1,216,136000
1389,1Story,14892,9,5,2007,160,1746,1,0,2,0,3,2,758,377500
1390,1.5Fin,6000,6,6,1950,0,1218,0,1,1,0,3,1,440,131000
1391,1Story,9100,7,5,2000,244,1525,1,0,2,0,3,0,541,235000
1392,1Story,8944,5,5,1967,0,1584,0,0,2,0,4,0,792,124000
1393,SFoyer,7838,5,5,1967,0,900,1,0,1,0,3,1,288,123000
1394,1.5Fin,10800,6,7,2000,0,1912,0,0,2,0,3,1,672,163000
1395,1Story,4045,7,5,2006,45,1500,1,0,2,0,2,1,648,246578
1396,2Story,12665,8,5,2006,245,2482,0,0,2,1,4,1,642,281213
1397,1Story,57200,5,5,1950,0,1687,1,0,1,0,3,2,572,160000
1398,2Story,6120,5,8,2004,0,1513,0,0,1,1,4,0,180,137500
1399,1.5Fin,7200,5,4,1982,0,1904,1,0,1,1,3,0,240,138000
1400,1.5Fin,6171,6,6,1990,0,1608,0,0,2,1,3,1,216,137450
1401,1.5Fin,6000,6,7,1950,0,1158,0,0,1,0,3,1,208,120000
1402,2Story,7415,6,5,2004,0,1593,1,0,2,1,3,1,398,193000
1403,1Story,6762,7,5,2006,0,1294,0,0,2,0,2,1,662,193879
1404,1Story,15256,8,5,2007,84,1464,1,0,2,0,3,0,754,282922
1405,1.5Fin,10410,3,4,1950,0,1214,0,0,1,0,3,0,936,105000
1406,1Story,3842,8,5,2005,174,1646,1,1,2,0,2,1,482,275000
1407,SFoyer,8445,5,7,2007,0,768,1,0,1,0,2,0,396,133000
1408,1Story,8780,5,5,1985,0,833,1,0,1,0,3,0,0,112000
1409,2Story,7740,4,7,1950,0,1363,0,0,1,0,3,0,528,125500
1410,2Story,20544,7,6,1991,123,2093,0,0,2,1,3,1,542,215000
1411,2Story,12420,7,5,2001,0,1840,1,0,2,1,3,0,622,230000
1412,1.5Fin,9600,6,8,2005,0,1668,0,0,1,1,3,0,271,140000
1413,1Story,7200,4,5,1950,0,1040,0,0,2,0,2,0,420,90000
1414,1Story,10994,8,5,2006,366,1844,1,0,2,0,2,1,620,257000
1415,1.5Fin,13053,6,7,2000,0,1848,0,0,1,1,4,1,370,207000
1416,1Story,3635,7,5,2007,130,1569,0,1,2,0,1,1,660,175900
1417,2Story,11340,4,6,1950,0,2290,0,0,2,0,4,0,560,122500
1418,2Story,16545,8,5,1998,731,2450,1,0,2,1,3,1,1069,340000
1419,1Story,9204,5,5,1963,0,1144,1,0,1,1,3,0,336,124000
1420,1Story,16381,6,5,1969,312,1844,1,0,2,0,3,1,540,223000
1421,2Story,11700,6,6,1968,420,1416,0,0,2,1,3,1,776,179900
1422,1Story,4043,6,5,1977,0,1069,0,0,2,0,2,1,440,127500
1423,1Story,4435,6,5,2003,170,848,1,0,1,0,1,0,420,136500
1424,SLvl,19690,6,7,1966,0,2201,0,0,2,0,4,1,432,274970
1425,1Story,9503,5,5,1983,0,1344,1,0,1,0,2,1,484,144000
1426,1Story,10721,6,6,1959,243,1252,0,0,1,0,3,0,528,142000
1427,2Story,10944,7,5,1994,448,2127,1,0,2,1,3,2,525,271000
1428,1.5Fin,10930,5,6,1950,0,1558,1,0,1,1,3,1,288,140000
1429,1Story,7200,5,7,1992,294,804,1,0,1,0,2,2,240,119000
1430,1Story,12546,6,7,1981,310,1440,0,0,2,0,3,1,467,182900
1431,2Story,21930,5,5,2005,0,1838,0,0,2,1,4,1,372,192140
1432,1Story,4928,6,6,1976,0,958,0,0,2,0,2,0,440,143750
1433,1Story,10800,4,6,2007,0,968,0,0,2,0,4,0,216,64500
