Id,LotArea,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtFinType2,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageArea,GarageCond,PavedDrive,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1111,8000,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,CompShg,HdBoard,HdBoard,0.0,TA,TA,PConc,Unf,1658,1,0,2,1,3,TA,Typ,1,TA,Attchd,431,TA,Y,6,2008,WD,Normal,188000
1112,10480,AllPub,Inside,NWAmes,Norm,Norm,1Fam,2Story,7,6,1976,1976,CompShg,Plywood,Plywood,660.0,TA,TA,CBlock,Unf,1964,0,0,2,1,4,TA,Typ,1,Gd,Attchd,483,TA,Y,9,2008,WD,Normal,205000
1113,7100,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,1957,CompShg,WdShing,Wd Shng,0.0,TA,TA,CBlock,Unf,816,1,0,1,0,2,TA,Typ,0,,Detchd,308,TA,Y,7,2006,WD,Normal,129900
1114,8923,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2006,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,Unf,1008,1,0,1,0,2,Gd,Typ,0,,Attchd,240,TA,Y,5,2007,WD,Normal,134500
1115,5400,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,5,7,1954,2000,CompShg,MetalSd,MetalSd,0.0,TA,Gd,CBlock,Unf,833,0,0,1,0,2,Gd,Typ,0,,Detchd,326,TA,Y,8,2006,WD,Normal,117000
1116,12085,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,CompShg,VinylSd,VinylSd,328.0,Gd,TA,PConc,Unf,1734,1,0,2,0,3,Ex,Typ,1,Gd,Attchd,928,TA,Y,11,2007,New,Partial,318000
1117,7750,AllPub,Inside,Gilbert,Norm,Norm,1Fam,SLvl,8,5,2002,2002,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Unf,1419,1,0,2,1,3,Gd,Typ,1,TA,BuiltIn,527,TA,Y,3,2009,WD,Normal,184100
1118,9764,AllPub,FR2,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,2003,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,Unf,894,1,0,1,0,3,Gd,Typ,0,,Attchd,450,TA,Y,5,2008,WD,Normal,130000
1119,13825,AllPub,Inside,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1958,1987,CompShg,MetalSd,MetalSd,0.0,TA,Gd,CBlock,Unf,1601,0,1,1,0,3,TA,Min2,0,,BuiltIn,300,TA,Y,12,2008,WD,Normal,140000
1120,7560,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,CompShg,BrkFace,Wd Sdng,0.0,TA,TA,CBlock,Unf,1040,0,0,1,0,3,TA,Typ,0,,Attchd,286,TA,Y,7,2006,WD,Normal,133700
1121,8263,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1Story,6,5,1920,1950,CompShg,BrkFace,BrkFace,0.0,TA,TA,BrkTil,Unf,1012,0,0,1,0,2,TA,Typ,1,Gd,Detchd,308,TA,Y,5,2007,WD,Normal,118400
1122,10084,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,CompShg,VinylSd,VinylSd,196.0,Gd,TA,PConc,Unf,1552,0,0,2,0,3,Gd,Typ,0,,Attchd,782,TA,Y,7,2006,New,Partial,212900
1123,8926,AllPub,Corner,Edwards,Norm,Norm,1Fam,1Story,4,3,1956,1956,CompShg,AsbShng,AsbShng,0.0,TA,TA,CBlock,Unf,960,0,0,1,0,3,TA,Typ,0,,Basment,288,TA,Y,10,2009,COD,Abnorml,112000
1124,9405,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,5,9,1947,2008,CompShg,VinylSd,VinylSd,0.0,TA,Ex,CBlock,Unf,698,0,1,1,0,2,TA,Typ,0,,,0,,Y,6,2009,WD,Normal,118000
1125,9125,AllPub,Inside,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1992,1992,CompShg,HdBoard,HdBoard,170.0,TA,TA,PConc,Unf,1482,0,0,2,1,3,Gd,Typ,1,TA,Attchd,392,TA,Y,7,2007,WD,Normal,163900
1126,10434,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,4,5,1955,1955,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,Unf,1005,0,0,1,0,2,Fa,Typ,1,TA,Detchd,672,Fa,Y,11,2009,WD,Normal,115000
1127,3684,AllPub,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,CompShg,VinylSd,VinylSd,130.0,Gd,TA,PConc,Unf,1555,0,0,2,0,2,Gd,Typ,1,TA,Attchd,660,TA,Y,6,2009,WD,Normal,174000
1128,14572,AllPub,Corner,Gilbert,Norm,Norm,1Fam,1Story,7,5,2004,2004,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Unf,1530,1,0,2,0,3,Gd,Typ,1,Gd,Attchd,630,TA,Y,11,2007,WD,Family,259000
1129,11796,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Unf,1959,0,0,2,1,4,Gd,Typ,1,Gd,BuiltIn,434,TA,Y,7,2007,WD,Normal,215000
1130,7200,AllPub,Inside,OldTown,Norm,Norm,Duplex,SFoyer,5,5,1980,1980,CompShg,MetalSd,MetalSd,180.0,TA,TA,CBlock,Unf,936,1,0,1,0,2,TA,Typ,0,,Detchd,672,TA,Y,8,2007,WD,Normal,140000
1131,7804,AllPub,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,4,3,1928,1950,CompShg,WdShing,Plywood,0.0,TA,TA,BrkTil,Unf,1981,1,0,2,0,4,Gd,Min2,2,TA,Detchd,576,TA,Y,12,2009,WD,Normal,135000
1132,10712,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1Story,5,5,1991,1992,CompShg,HdBoard,HdBoard,0.0,TA,TA,PConc,Unf,974,0,0,1,0,3,TA,Typ,0,,,0,,Y,9,2007,Oth,Abnorml,93500
1133,9900,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,6,4,1880,1950,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,Unf,2210,0,0,2,0,5,Fa,Typ,0,,Detchd,205,TA,N,5,2007,WD,Normal,117500
1134,9828,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,8,5,1995,1995,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Unf,2020,0,0,2,1,3,Gd,Typ,1,TA,Attchd,466,TA,Y,6,2009,WD,Normal,239500
1135,8773,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Unf,1600,0,0,2,1,3,TA,Typ,1,TA,Attchd,460,TA,Y,8,2007,WD,Normal,169000
1136,6180,AllPub,Corner,BrkSide,Norm,Norm,1Fam,1Story,6,5,1926,1950,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,Unf,986,0,0,1,0,2,TA,Typ,1,Gd,Detchd,180,TA,Y,5,2007,WD,Normal,102000
1137,9600,AllPub,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1950,1950,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,Unf,1252,0,0,1,0,3,TA,Typ,0,,Attchd,288,TA,Y,4,2008,WD,Abnorml,119000
1138,6342,AllPub,Inside,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,8,1875,1996,CompShg,VinylSd,VinylSd,0.0,TA,Gd,CBlock,Unf,1020,0,0,1,0,2,TA,Typ,0,,,0,,N,5,2010,WD,Normal,94000
1139,9819,AllPub,Inside,Mitchel,Norm,Norm,1Fam,1Story,6,5,1977,1977,CompShg,Plywood,ImStucc,0.0,TA,TA,PConc,Unf,1567,1,0,2,0,2,Gd,Typ,2,TA,Attchd,714,TA,Y,5,2009,WD,Normal,196000
1140,8731,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1Story,5,5,1920,1950,CompShg,Stucco,Stucco,0.0,TA,Fa,BrkTil,Unf,1167,0,0,1,0,3,TA,Maj1,1,Gd,Detchd,495,TA,Y,5,2007,WD,Normal,144000
1141,7350,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,1951,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,Unf,952,1,0,1,0,2,TA,Typ,0,,Detchd,840,TA,Y,6,2008,COD,Abnorml,139000
1142,10304,AllPub,CulDSac,NWAmes,PosN,Norm,1Fam,2Story,5,7,1976,1976,CompShg,Plywood,Plywood,44.0,TA,Gd,CBlock,Unf,1868,1,0,2,1,4,Gd,Typ,1,TA,Attchd,484,TA,Y,10,2009,WD,Normal,197500
1143,9965,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2007,CompShg,VinylSd,VinylSd,340.0,Gd,TA,PConc,Unf,2828,1,0,3,0,4,Gd,Typ,1,TA,BuiltIn,1052,TA,Y,4,2007,New,Partial,424870
1144,9000,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,3,1959,1959,CompShg,Wd Sdng,Plywood,0.0,TA,TA,CBlock,Unf,1006,0,0,1,0,3,TA,Typ,0,,,0,,Y,7,2008,WD,Normal,80000
1145,12180,AllPub,Inside,Edwards,Norm,Norm,2fmCon,1.5Fin,4,4,1941,1950,CompShg,MetalSd,MetalSd,0.0,TA,Fa,BrkTil,Unf,924,1,0,1,0,2,Fa,Typ,0,,Detchd,280,TA,Y,7,2010,WD,Normal,80000
1146,6240,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1928,1950,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,Unf,1576,0,0,1,0,3,TA,Typ,1,Gd,Detchd,225,TA,Y,8,2006,WD,Family,149000
1147,11200,AllPub,Inside,SawyerW,Norm,Norm,1Fam,1Story,6,5,1985,1985,CompShg,Wd Sdng,Wd Shng,85.0,Gd,TA,CBlock,Unf,1298,1,0,2,0,3,Gd,Typ,1,TA,Attchd,403,TA,Y,5,2006,WD,Normal,180000
1148,12000,AllPub,Inside,Crawfor,Norm,Norm,1Fam,2Story,7,7,1941,1950,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,Unf,1564,0,0,1,1,3,Fa,Typ,1,Gd,Attchd,234,TA,Y,7,2009,WD,Normal,174500
1149,5700,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,1926,1950,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,Unf,1111,0,0,1,0,2,TA,Typ,1,Gd,Detchd,288,TA,Y,8,2008,WD,Normal,116900
1150,9000,AllPub,Inside,OldTown,Artery,Norm,1Fam,2Story,7,9,1920,1988,CompShg,VinylSd,VinylSd,0.0,TA,Gd,PConc,Unf,1482,0,1,1,0,3,TA,Typ,0,,Detchd,324,TA,Y,7,2009,WD,Normal,143000
1151,8280,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,5,1950,1950,CompShg,BrkFace,BrkFace,0.0,TA,TA,CBlock,Unf,932,0,0,1,0,2,Gd,Typ,1,Gd,Attchd,306,TA,Y,11,2007,WD,Normal,124000
1152,17755,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,5,4,1959,1959,CompShg,HdBoard,Plywood,132.0,TA,TA,CBlock,Unf,1466,0,0,1,1,3,Fa,Typ,2,Gd,Attchd,528,TA,Y,11,2006,WD,Normal,149900
1153,14115,AllPub,Inside,Crawfor,Norm,Norm,1Fam,1Story,6,7,1956,2004,CompShg,Stone,Stone,0.0,TA,TA,PConc,GLQ,1811,0,0,1,0,2,Ex,Typ,1,Gd,Attchd,470,TA,Y,7,2006,WD,Abnorml,230000
1154,5890,AllPub,Corner,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1930,2007,CompShg,Wd Sdng,Wd Sdng,0.0,Gd,Gd,BrkTil,Unf,816,0,0,1,0,2,TA,Typ,0,,Detchd,432,TA,Y,6,2008,WD,Normal,120500
1155,13700,AllPub,Inside,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1988,CompShg,VinylSd,VinylSd,288.0,TA,TA,CBlock,Unf,1820,0,0,1,2,4,Gd,Typ,2,Gd,Attchd,492,TA,Y,5,2008,WD,Normal,201800
1156,10768,AllPub,Corner,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,2004,CompShg,Plywood,Plywood,0.0,Gd,Gd,CBlock,Unf,1437,1,0,2,0,3,Gd,Typ,1,Fa,Attchd,528,TA,Y,7,2007,WD,Normal,218000
1157,9350,AllPub,Inside,NAmes,Norm,Norm,1Fam,SLvl,5,8,1965,1999,CompShg,BrkFace,BrkFace,0.0,TA,Gd,PConc,Unf,1265,0,1,2,0,3,Gd,Typ,1,Gd,Attchd,502,TA,Y,10,2008,WD,Normal,179900
1158,5001,AllPub,Inside,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,CompShg,VinylSd,VinylSd,166.0,Gd,TA,PConc,Unf,1314,1,0,2,0,2,Gd,Typ,1,Gd,Attchd,626,TA,Y,7,2009,WD,Normal,230000
1159,11932,AllPub,FR2,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,2008,CompShg,VinylSd,VinylSd,186.0,Gd,TA,PConc,Unf,1580,0,0,2,0,3,Gd,Typ,0,,Attchd,830,TA,Y,6,2008,ConLD,Partial,235128
1160,9120,AllPub,Inside,NWAmes,Norm,Norm,1Fam,2Story,6,6,1974,1974,CompShg,HdBoard,HdBoard,270.0,Gd,TA,CBlock,Unf,1876,0,0,2,1,4,Gd,Typ,1,TA,Attchd,540,TA,Y,7,2008,WD,Normal,185000
1161,2280,AllPub,Inside,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1978,1978,CompShg,Plywood,Brk Cmn,0.0,TA,TA,CBlock,Unf,1456,0,0,2,1,3,TA,Typ,1,TA,Attchd,440,TA,Y,7,2010,WD,Normal,146000
1162,14778,AllPub,CulDSac,Crawfor,PosN,Norm,1Fam,1Story,6,7,1954,2006,CompShg,HdBoard,HdBoard,72.0,Gd,TA,CBlock,Unf,1640,1,0,1,0,3,Gd,Typ,1,Gd,Detchd,924,TA,Y,11,2008,WD,Normal,224000
1163,8724,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,Unf,894,0,0,1,0,3,TA,Typ,1,Po,Attchd,450,TA,Y,5,2007,WD,Normal,129000
1164,12900,AllPub,Inside,Sawyer,Feedr,Norm,Duplex,SFoyer,4,4,1969,1969,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,Unf,1258,2,0,0,2,0,TA,Typ,0,,CarPort,400,TA,Y,1,2008,WD,Alloca,108959
1165,16157,AllPub,FR2,Veenker,Feedr,Norm,1Fam,SLvl,5,7,1978,1978,CompShg,Plywood,Plywood,0.0,TA,TA,PConc,Rec,1432,1,0,1,1,2,Gd,Typ,1,TA,Attchd,588,TA,Y,6,2007,WD,Normal,194000
1166,9541,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,7,5,2009,2009,CompShg,VinylSd,VinylSd,268.0,Gd,TA,PConc,Unf,1502,0,0,2,0,3,Gd,Typ,0,,Attchd,644,TA,Y,9,2009,New,Partial,233170
1167,10475,AllPub,Corner,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,CompShg,VinylSd,VinylSd,72.0,Gd,TA,PConc,Unf,1694,0,0,2,0,3,Gd,Typ,0,,Attchd,776,TA,Y,2,2010,WD,Normal,245350
1168,10852,AllPub,Inside,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Unf,1671,1,0,2,1,3,TA,Typ,1,TA,Attchd,472,TA,Y,2,2006,WD,Normal,173000
1169,13728,AllPub,Corner,Edwards,Norm,Norm,1Fam,2Story,6,7,1935,1986,CompShg,Stucco,Stucco,0.0,TA,TA,CBlock,Unf,2108,0,0,2,0,4,Gd,Typ,2,TA,Basment,540,TA,Y,7,2008,WD,Normal,235000
1170,35760,AllPub,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,10,5,1995,1996,CompShg,HdBoard,HdBoard,1378.0,Gd,Gd,PConc,Unf,3627,1,0,3,1,4,Gd,Typ,1,TA,Attchd,807,TA,Y,7,2006,WD,Normal,625000
1171,9880,AllPub,Inside,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,CompShg,Plywood,Plywood,0.0,TA,TA,CBlock,Unf,1118,1,0,1,0,3,TA,Typ,1,Po,Attchd,358,TA,Y,7,2008,WD,Normal,171000
1172,9120,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,Unf,1261,1,0,1,0,3,TA,Typ,1,TA,Attchd,433,TA,Y,11,2008,WD,Normal,163000
1173,4017,AllPub,Inside,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,Unf,1250,0,0,2,1,2,Gd,Typ,0,,Detchd,625,TA,Y,3,2008,WD,Normal,171900
1174,18030,AllPub,Inside,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,1946,1994,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,BLQ,3086,0,0,3,0,3,Ex,Maj1,1,Gd,,0,,Y,3,2007,WD,Normal,200500
1175,16560,AllPub,Inside,Crawfor,Norm,Norm,1Fam,2Story,6,8,1932,1950,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,Unf,2345,0,0,2,1,4,TA,Typ,1,Gd,Detchd,360,TA,Y,7,2006,WD,Normal,239000
1176,10678,AllPub,Inside,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1992,2000,CompShg,HdBoard,HdBoard,337.0,Gd,TA,PConc,Unf,2872,0,0,2,1,4,Gd,Typ,1,TA,Attchd,541,TA,Y,4,2007,WD,Normal,285000
1177,6951,AllPub,CulDSac,Mitchel,Norm,Norm,1Fam,1Story,5,5,1984,1985,CompShg,HdBoard,Plywood,0.0,TA,TA,CBlock,Unf,923,1,0,1,0,3,TA,Typ,0,,Attchd,264,TA,Y,10,2008,WD,Normal,119500
1178,3950,AllPub,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,Unf,1224,0,0,1,0,3,TA,Typ,0,,Detchd,210,TA,N,12,2009,WD,Normal,115000
1179,7681,AllPub,FR2,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1921,1950,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,Unf,1343,0,0,1,1,3,TA,Typ,1,Gd,Detchd,186,TA,Y,7,2009,WD,Normal,154900
1180,8335,AllPub,Corner,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,1954,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,Slab,,1124,0,0,1,0,3,TA,Min2,1,Gd,,0,,N,4,2006,WD,Normal,93000
1181,11170,AllPub,Corner,Timber,Norm,Norm,1Fam,2Story,7,5,1990,1991,CompShg,MetalSd,MetalSd,0.0,TA,TA,Wood,Unf,2514,0,0,2,1,4,TA,Typ,0,,Attchd,693,TA,Y,4,2006,WD,Normal,250000
1182,5587,AllPub,Inside,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,CompShg,CemntBd,CmentBd,186.0,Ex,TA,PConc,Unf,1652,1,1,2,0,2,Gd,Typ,1,Gd,Attchd,482,TA,Y,11,2008,New,Partial,392500
1183,15623,AllPub,Corner,NoRidge,Norm,Norm,1Fam,2Story,10,5,1996,1996,CompShg,Wd Sdng,ImStucc,0.0,Gd,TA,PConc,Unf,4476,1,0,3,1,4,Ex,Typ,2,TA,Attchd,813,TA,Y,7,2007,WD,Abnorml,745000
1184,10800,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,CompShg,Stucco,Stucco,0.0,TA,TA,BrkTil,Unf,1130,1,0,1,0,2,TA,Typ,1,Gd,Detchd,720,TA,Y,6,2006,WD,Normal,120000
1185,35133,AllPub,Inside,Timber,Norm,Norm,1Fam,1Story,5,4,1963,1963,CompShg,MetalSd,MetalSd,226.0,TA,TA,CBlock,Unf,1572,1,0,1,1,3,TA,Typ,2,TA,2Types,995,TA,Y,5,2007,WD,Normal,186700
1186,9738,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,CompShg,AsbShng,AsbShng,0.0,TA,Gd,BrkTil,Unf,1221,1,0,1,0,4,TA,Typ,0,,Attchd,392,TA,Y,3,2006,WD,Normal,104900
1187,10615,AllPub,Corner,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900,1970,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,Unf,1699,1,0,2,0,3,TA,Typ,0,,CarPort,420,Fa,Y,8,2009,WD,Abnorml,95000
1188,12461,AllPub,Corner,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,CompShg,ImStucc,ImStucc,0.0,Gd,TA,PConc,Unf,1624,1,0,2,0,2,Gd,Typ,1,Fa,Attchd,757,TA,Y,7,2006,WD,Normal,262000
1189,8935,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,CompShg,VinylSd,VinylSd,95.0,Gd,TA,PConc,Unf,1660,0,0,2,1,3,Gd,Typ,0,,Attchd,493,TA,Y,7,2009,WD,Normal,195000
1190,7500,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Unf,1804,0,0,2,1,3,Gd,Typ,1,TA,Attchd,442,TA,Y,6,2010,WD,Normal,189000
1191,32463,AllPub,Inside,Mitchel,Norm,Norm,2fmCon,1Story,4,4,1961,1975,CompShg,MetalSd,MetalSd,149.0,TA,Gd,CBlock,Unf,1622,1,0,1,0,3,TA,Typ,1,TA,2Types,1356,TA,Y,3,2007,WD,Normal,168000
1192,2645,AllPub,Inside,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,CompShg,MetalSd,MetalSd,456.0,Gd,TA,PConc,Unf,1441,0,0,2,1,2,Gd,Typ,0,,Detchd,492,TA,Y,11,2007,WD,Normal,174000
1193,9600,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1994,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Unf,1472,0,0,1,0,3,Gd,Typ,0,,Detchd,250,Fa,P,7,2007,WD,Normal,125000
1194,4500,AllPub,FR2,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,1999,CompShg,VinylSd,VinylSd,425.0,TA,TA,PConc,Unf,1224,1,0,2,0,2,TA,Typ,0,,Attchd,402,TA,Y,6,2009,WD,Normal,165000
1195,9364,AllPub,Corner,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,1969,CompShg,HdBoard,HdBoard,143.0,TA,TA,CBlock,Unf,1352,0,0,1,1,4,TA,Typ,0,,Attchd,299,TA,Y,3,2010,WD,Normal,158000
1196,8029,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Unf,1456,0,0,2,1,3,Gd,Typ,0,,Attchd,400,TA,Y,7,2008,WD,Normal,176000
1197,14054,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Unf,1863,0,0,2,1,4,Gd,Typ,1,Gd,BuiltIn,660,TA,Y,11,2006,New,Partial,219210
1198,8850,AllPub,Corner,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1916,1950,CompShg,MetalSd,MetalSd,0.0,TA,TA,BrkTil,Unf,1690,0,0,1,0,3,TA,Typ,1,Gd,Detchd,225,TA,Y,7,2006,ConLw,Normal,144000
1199,9100,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Unf,1212,0,0,2,0,3,Gd,Typ,0,,Attchd,573,TA,Y,6,2009,WD,Normal,178000
1200,11235,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,4,5,1963,1979,CompShg,HdBoard,HdBoard,51.0,TA,TA,CBlock,Unf,1382,0,0,1,1,3,TA,Typ,1,Po,Attchd,459,TA,Y,10,2006,WD,Normal,148000
1201,9353,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,1970,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,Unf,864,0,0,1,0,3,TA,Typ,0,,Attchd,280,TA,Y,7,2006,Oth,Abnorml,116050
1202,10400,AllPub,Corner,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Unf,1779,0,0,2,1,3,Gd,Typ,0,,Attchd,546,TA,Y,3,2009,WD,Normal,197900
1203,6000,AllPub,Corner,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,1925,1997,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,Unf,1348,1,0,1,0,3,TA,Typ,1,Fa,Detchd,216,TA,N,5,2009,WD,Normal,117000
1204,9750,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,CompShg,VinylSd,VinylSd,171.0,Gd,TA,PConc,Unf,1630,0,0,2,0,3,Gd,Typ,1,TA,Attchd,451,TA,Y,10,2009,WD,Normal,213000
1205,10140,AllPub,Inside,NWAmes,Norm,Norm,1Fam,1Story,5,6,1975,1975,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,Unf,1074,1,0,1,1,3,TA,Typ,0,,Attchd,495,TA,Y,7,2006,WD,Normal,153500
1206,14684,AllPub,CulDSac,SawyerW,Norm,Norm,1Fam,1Story,7,7,1990,1991,CompShg,HdBoard,HdBoard,234.0,Gd,TA,CBlock,BLQ,2196,0,0,2,0,3,Gd,Typ,1,TA,Attchd,701,TA,Y,6,2009,WD,Normal,271900
1207,8900,AllPub,Inside,SawyerW,Norm,Norm,1Fam,1Story,4,4,1966,1966,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,Unf,1056,1,0,1,0,2,TA,Typ,0,,Detchd,384,TA,Y,11,2006,WD,Normal,107000
1208,9135,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003,2003,CompShg,VinylSd,VinylSd,120.0,Gd,TA,PConc,Unf,1700,1,0,2,0,3,Gd,Typ,0,,Attchd,544,TA,Y,5,2006,WD,Normal,200000
1209,7763,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1962,1980,CompShg,MetalSd,MetalSd,0.0,TA,Gd,CBlock,BLQ,1283,1,0,1,0,3,TA,Typ,0,,Detchd,506,TA,Y,10,2008,WD,Normal,140000
